URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
https://www.openelections.co.uk/leaflets/33269/,['https://cdn.openelections.co.uk/uploads/2020/08/17732_1-730x1024.jpg'],['leaflet_images/33269/17732_1-730x1024.jpg'],2019 General Election,Liberal Democrats,Cambridge,"Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33275/,['https://cdn.openelections.co.uk/uploads/2020/08/17734_1.jpg'],['leaflet_images/33275/17734_1.jpg'],2019 General Election,Green Party,Hexham,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment",,,
https://www.openelections.co.uk/leaflets/33279/,"['https://cdn.openelections.co.uk/uploads/2020/08/17735_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17735_2-768x1024.jpg']","['leaflet_images/33279/17735_1-768x1024.jpg', 'leaflet_images/33279/17735_2-768x1024.jpg']",2019 General Election,Labour Party,Sutton Coldfield,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33288/,['https://cdn.openelections.co.uk/uploads/2020/08/17737_1-736x1024.jpg'],['leaflet_images/33288/17737_1-736x1024.jpg'],2019 General Election,Conservative Party,Walthamstow,"Candidate, Party leader","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33297/,"['https://cdn.openelections.co.uk/uploads/2020/08/17740_1-722x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17740_2-722x1024.jpg']","['leaflet_images/33297/17740_1-722x1024.jpg', 'leaflet_images/33297/17740_2-722x1024.jpg']",2019 General Election,Labour Party,South West Norfolk,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/33303/,"['https://cdn.openelections.co.uk/uploads/2020/08/17742_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17742_2-768x1024.jpg']","['leaflet_images/33303/17742_1-768x1024.jpg', 'leaflet_images/33303/17742_2-768x1024.jpg']",2019 General Election,Conservative Party,Broxtowe,"Candidate, Party leader","Brexit/Europe, Economy, Health",,,
https://www.openelections.co.uk/leaflets/33314/,['https://cdn.openelections.co.uk/uploads/2020/08/17748_1-1024x725.jpg'],['leaflet_images/33314/17748_1-1024x725.jpg'],2019 General Election,Labour Party,Tonbridge and Malling,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33319/,"['https://cdn.openelections.co.uk/uploads/2020/08/17749_1-722x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17749_2-722x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17749_3-722x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17749_4-722x1024.jpg']","['leaflet_images/33319/17749_1-722x1024.jpg', 'leaflet_images/33319/17749_2-722x1024.jpg', 'leaflet_images/33319/17749_3-722x1024.jpg', 'leaflet_images/33319/17749_4-722x1024.jpg']",2019 General Election,Liberal Democrats,Epsom and Ewell,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/33327/,['https://cdn.openelections.co.uk/uploads/2020/08/17752_1-723x1024.jpg'],['leaflet_images/33327/17752_1-723x1024.jpg'],2019 General Election,Conservative Party,Scarborough and Whitby,"Candidate, Other party/leader/candidate","Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33333/,['https://cdn.openelections.co.uk/uploads/2020/08/17754_1-731x1024.jpg'],['leaflet_images/33333/17754_1-731x1024.jpg'],2019 General Election,Conservative Party,Witney,"Candidate, Other party/leader/candidate","Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33339/,['https://cdn.openelections.co.uk/uploads/2020/08/17755_1-667x1024.jpg'],['leaflet_images/33339/17755_1-667x1024.jpg'],2019 General Election,Conservative Party,Scarborough and Whitby,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33345/,['https://cdn.openelections.co.uk/uploads/2020/08/17757_1-729x1024.jpg'],['leaflet_images/33345/17757_1-729x1024.jpg'],2019 General Election,Labour Party,Scarborough and Whitby,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/33348/,['https://cdn.openelections.co.uk/uploads/2020/08/17758_1-732x1024.jpg'],['leaflet_images/33348/17758_1-732x1024.jpg'],2019 General Election,Labour Party,Scarborough and Whitby,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33354/,"['https://cdn.openelections.co.uk/uploads/2020/08/17760_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17760_2-768x1024.jpg']","['leaflet_images/33354/17760_1-768x1024.jpg', 'leaflet_images/33354/17760_2-768x1024.jpg']",2019 General Election,Brexit/Reform Party,Brighton Kemptown,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Governance, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/33357/,"['https://cdn.openelections.co.uk/uploads/2020/08/17761_1-758x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17761_2-758x1024.jpg']","['leaflet_images/33357/17761_1-758x1024.jpg', 'leaflet_images/33357/17761_2-758x1024.jpg']",2019 General Election,Conservative Party,Bury South,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33363/,['https://cdn.openelections.co.uk/uploads/2020/08/17763_1-scaled-e1649947240293-772x1024.jpg'],['leaflet_images/33363/17763_1-scaled-e1649947240293-772x1024.jpg'],2019 General Election,Labour Party,Aberconwy,Candidate,"Economy, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33369/,['https://cdn.openelections.co.uk/uploads/2020/08/17765_1-scaled-e1649839378232-1024x431.jpg'],['leaflet_images/33369/17765_1-scaled-e1649839378232-1024x431.jpg'],2019 General Election,Conservative Party,Aberconwy,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33378/,['https://cdn.openelections.co.uk/uploads/2020/08/17768_1-1024x497.jpg'],['leaflet_images/33378/17768_1-1024x497.jpg'],2019 General Election,Conservative Party,Newport West,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33381/,['https://cdn.openelections.co.uk/uploads/2020/08/17770_1-1024x781.jpg'],['leaflet_images/33381/17770_1-1024x781.jpg'],2019 General Election,Brexit/Reform Party,Newport West,"Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Governance, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/33383/,['https://cdn.openelections.co.uk/uploads/2020/08/17771_1-736x1024.jpg'],['leaflet_images/33383/17771_1-736x1024.jpg'],2019 General Election,Labour Party,Romsey and Southampton North,,"Education, Health",,,
https://www.openelections.co.uk/leaflets/33387/,['https://cdn.openelections.co.uk/uploads/2020/08/17772_1-833x1024.jpg'],['leaflet_images/33387/17772_1-833x1024.jpg'],2019 General Election,Liberal Democrats,East Surrey,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33393/,['https://cdn.openelections.co.uk/uploads/2020/08/17776_1-768x1024.jpg'],['leaflet_images/33393/17776_1-768x1024.jpg'],2019 General Election,Green Party,Tonbridge and Malling,Candidate,"Brexit/Europe, Environment",,,
https://www.openelections.co.uk/leaflets/33396/,['https://cdn.openelections.co.uk/uploads/2020/08/17777_1-1024x717.jpg'],['leaflet_images/33396/17777_1-1024x717.jpg'],2019 General Election,Conservative Party,Dundee East,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33404/,['https://cdn.openelections.co.uk/uploads/2020/08/17779_1-730x1024.jpg'],['leaflet_images/33404/17779_1-730x1024.jpg'],2019 General Election,Labour Party,Cardiff West,"Candidate, Other party/leader/candidate","Brexit/Europe, Education, Health",,,
https://www.openelections.co.uk/leaflets/33409/,['https://cdn.openelections.co.uk/uploads/2020/08/17780_1-723x1024.jpg'],['leaflet_images/33409/17780_1-723x1024.jpg'],2019 General Election,Liberal Democrats,Southampton Test,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Environment, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33437/,['https://cdn.openelections.co.uk/uploads/2020/08/17786_1-724x1024.jpg'],['leaflet_images/33437/17786_1-724x1024.jpg'],2019 General Election,Liberal Democrats,Airdrie and Shotts,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33442/,['https://cdn.openelections.co.uk/uploads/2020/08/17788_1-768x1024.jpg'],['leaflet_images/33442/17788_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Woking,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33457/,"['https://cdn.openelections.co.uk/uploads/2020/08/17791_1-745x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17791_2-745x1024.jpg']","['leaflet_images/33457/17791_1-745x1024.jpg', 'leaflet_images/33457/17791_2-745x1024.jpg']",2019 General Election,Liberal Democrats,North Norfolk,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33460/,"['https://cdn.openelections.co.uk/uploads/2020/08/17792_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17792_2-768x1024.jpg']","['leaflet_images/33460/17792_1-768x1024.jpg', 'leaflet_images/33460/17792_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Woking,"Candidate, Other party/leader/candidate","Brexit/Europe, Education, Health",,,
https://www.openelections.co.uk/leaflets/33463/,"['https://cdn.openelections.co.uk/uploads/2020/08/17794_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17794_2-768x1024.jpg']","['leaflet_images/33463/17794_1-768x1024.jpg', 'leaflet_images/33463/17794_2-768x1024.jpg']",2019 General Election,Brexit/Reform Party,Jarrow,"Candidate, Party leader","Brexit/Europe, Economy, Governance, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/33469/,"['https://cdn.openelections.co.uk/uploads/2020/08/17797_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17797_2-1024x768.jpg']","['leaflet_images/33469/17797_1-1024x768.jpg', 'leaflet_images/33469/17797_2-1024x768.jpg']",2019 General Election,UK Independence Party,Woking,"Candidate, Other party/leader/candidate","Brexit/Europe, Governance, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/33476/,"['https://cdn.openelections.co.uk/uploads/2020/08/17800_1-699x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17800_2-699x1024.jpg']","['leaflet_images/33476/17800_1-699x1024.jpg', 'leaflet_images/33476/17800_2-699x1024.jpg']",2019 General Election,Conservative Party,Hertsmere,"Candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33479/,"['https://cdn.openelections.co.uk/uploads/2020/08/17801_1-714x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17801_2-714x1024.jpg']","['leaflet_images/33479/17801_1-714x1024.jpg', 'leaflet_images/33479/17801_2-714x1024.jpg']",2019 General Election,Green Party,Hertsmere,Candidate,"Economy, Education, Environment, Governance, Social welfare",,,
https://www.openelections.co.uk/leaflets/33485/,"['https://cdn.openelections.co.uk/uploads/2020/08/17803_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17803_2-1024x768.jpg']","['leaflet_images/33485/17803_1-1024x768.jpg', 'leaflet_images/33485/17803_2-1024x768.jpg']",2019 General Election,Labour Party,Bath,Candidate,"Brexit/Europe, Economy, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33491/,"['https://cdn.openelections.co.uk/uploads/2020/08/17804_1-727x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17804_2-727x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17804_3-727x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17804_4-727x1024.jpg']","['leaflet_images/33491/17804_1-727x1024.jpg', 'leaflet_images/33491/17804_2-727x1024.jpg', 'leaflet_images/33491/17804_3-727x1024.jpg', 'leaflet_images/33491/17804_4-727x1024.jpg']",2019 General Election,Liberal Democrats,Hertsmere,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33494/,['https://cdn.openelections.co.uk/uploads/2020/08/17805_1-1024x768.jpg'],['leaflet_images/33494/17805_1-1024x768.jpg'],2019 General Election,Liberal Democrats,Bath,"Candidate, Tactical situation","Brexit/Europe, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33497/,['https://cdn.openelections.co.uk/uploads/2020/08/17806_1-scaled-e1649938720756-1024x733.jpg'],['leaflet_images/33497/17806_1-scaled-e1649938720756-1024x733.jpg'],2019 General Election,Labour Party,Mid Sussex,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33504/,"['https://cdn.openelections.co.uk/uploads/2020/08/17808_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17808_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17808_3-768x1024.jpg']","['leaflet_images/33504/17808_1-768x1024.jpg', 'leaflet_images/33504/17808_2-768x1024.jpg', 'leaflet_images/33504/17808_3-768x1024.jpg']",2019 General Election,Liberal Democrats,Bath,Other party/leader/candidate,"Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33507/,['https://cdn.openelections.co.uk/uploads/2020/08/17809_1-478x1024.jpg'],['leaflet_images/33507/17809_1-478x1024.jpg'],2019 General Election,Conservative Party,Newbury,"Candidate, Party leader","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33514/,['https://cdn.openelections.co.uk/uploads/2020/08/17811_1-724x1024.jpg'],['leaflet_images/33514/17811_1-724x1024.jpg'],2019 General Election,Green Party,Newbury,Candidate,Environment,,,
https://www.openelections.co.uk/leaflets/33517/,"['https://cdn.openelections.co.uk/uploads/2020/08/17812_1-719x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17812_2-719x1024.jpg']","['leaflet_images/33517/17812_1-719x1024.jpg', 'leaflet_images/33517/17812_2-719x1024.jpg']",2019 General Election,Conservative Party,Newbury,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33523/,['https://cdn.openelections.co.uk/uploads/2020/08/17814_1-717x1024.jpg'],['leaflet_images/33523/17814_1-717x1024.jpg'],2019 General Election,Liberal Democrats,Newbury,"Candidate, Other party/leader/candidate","Brexit/Europe, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33526/,['https://cdn.openelections.co.uk/uploads/2020/08/17815_1-1024x488.jpg'],['leaflet_images/33526/17815_1-1024x488.jpg'],2019 General Election,Liberal Democrats,Torridge and West Devon,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33529/,"['https://cdn.openelections.co.uk/uploads/2020/08/17816_1-1024x725.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17816_2-1024x725.jpg']","['leaflet_images/33529/17816_1-1024x725.jpg', 'leaflet_images/33529/17816_2-1024x725.jpg']",2019 General Election,Labour Party,Torridge and West Devon,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/33538/,"['https://cdn.openelections.co.uk/uploads/2020/08/17818_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17818_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17818_3-768x1024.jpg']","['leaflet_images/33538/17818_1-768x1024.jpg', 'leaflet_images/33538/17818_2-768x1024.jpg', 'leaflet_images/33538/17818_3-768x1024.jpg']",2019 General Election,Liberal Democrats,Woking,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33541/,"['https://cdn.openelections.co.uk/uploads/2020/08/17819_1-711x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17819_2-711x1024.jpg']","['leaflet_images/33541/17819_1-711x1024.jpg', 'leaflet_images/33541/17819_2-711x1024.jpg']",2019 General Election,Liberal Democrats,Brecon and Radnorshire,"Other party/leader/candidate, Tactical situation",,,,
https://www.openelections.co.uk/leaflets/33544/,"['https://cdn.openelections.co.uk/uploads/2020/08/17820_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17820_2-1024x768.jpg']","['leaflet_images/33544/17820_1-1024x768.jpg', 'leaflet_images/33544/17820_2-1024x768.jpg']",2019 General Election,UK Independence Party,Holborn and St Pancras,"Candidate, Other party/leader/candidate","Brexit/Europe, Environment, Governance, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/33553/,"['https://cdn.openelections.co.uk/uploads/2020/08/17823_1-723x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17823_2-723x1024.jpg']","['leaflet_images/33553/17823_1-723x1024.jpg', 'leaflet_images/33553/17823_2-723x1024.jpg']",2019 General Election,Liberal Democrats,Brecon and Radnorshire,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33556/,"['https://cdn.openelections.co.uk/uploads/2020/08/17824_1-723x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17824_2-723x1024.jpg']","['leaflet_images/33556/17824_1-723x1024.jpg', 'leaflet_images/33556/17824_2-723x1024.jpg']",2019 General Election,Liberal Democrats,Brecon and Radnorshire,Tactical situation,,,,
https://www.openelections.co.uk/leaflets/33565/,['https://cdn.openelections.co.uk/uploads/2020/08/17827_1-718x1024.jpg'],['leaflet_images/33565/17827_1-718x1024.jpg'],2019 General Election,Conservative Party,Torridge and West Devon,Candidate,"Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33574/,['https://cdn.openelections.co.uk/uploads/2020/08/17829_1-721x1024.jpg'],['leaflet_images/33574/17829_1-721x1024.jpg'],2019 General Election,Conservative Party,Torridge and West Devon,"Candidate, Other party/leader/candidate","Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33577/,['https://cdn.openelections.co.uk/uploads/2020/08/17830_1-1024x768.jpg'],['leaflet_images/33577/17830_1-1024x768.jpg'],2019 General Election,Conservative Party,Ashton-under-Lyne,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33580/,['https://cdn.openelections.co.uk/uploads/2020/08/17831_1-1024x724.jpg'],['leaflet_images/33580/17831_1-1024x724.jpg'],2019 General Election,Liberal Democrats,Torridge and West Devon,"Candidate, Party leader","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33585/,['https://cdn.openelections.co.uk/uploads/2020/08/17832_1-480x1024.jpg'],['leaflet_images/33585/17832_1-480x1024.jpg'],2019 General Election,Labour Party,Torridge and West Devon,Candidate,"Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33589/,"['https://cdn.openelections.co.uk/uploads/2020/08/17833_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17833_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17833_3-768x1024.jpg']","['leaflet_images/33589/17833_1-768x1024.jpg', 'leaflet_images/33589/17833_2-768x1024.jpg', 'leaflet_images/33589/17833_3-768x1024.jpg']",2019 General Election,Liberal Democrats,Southampton Itchen,"Other party/leader/candidate, Party leader, Tactical situation","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33595/,"['https://cdn.openelections.co.uk/uploads/2020/08/17835_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17835_2-768x1024.jpg']","['leaflet_images/33595/17835_1-768x1024.jpg', 'leaflet_images/33595/17835_2-768x1024.jpg']",2019 General Election,Green Party,Southampton Itchen,Candidate,"Brexit/Europe, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33598/,"['https://cdn.openelections.co.uk/uploads/2020/08/17836_1-498x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17836_2-498x1024.jpg']","['leaflet_images/33598/17836_1-498x1024.jpg', 'leaflet_images/33598/17836_2-498x1024.jpg']",2019 General Election,UK Independence Party,Hertford and Stortford,"Candidate, Other party/leader/candidate","Brexit/Europe, Governance, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/33605/,"['https://cdn.openelections.co.uk/uploads/2020/08/17839_1-722x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17839_2-722x1024.jpg']","['leaflet_images/33605/17839_1-722x1024.jpg', 'leaflet_images/33605/17839_2-722x1024.jpg']",2019 General Election,Conservative Party,Chingford and Woodford Green,"Candidate, Other party/leader/candidate","Economy, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/33608/,"['https://cdn.openelections.co.uk/uploads/2020/08/17840_1-1024x722.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17840_2-1024x722.jpg']","['leaflet_images/33608/17840_1-1024x722.jpg', 'leaflet_images/33608/17840_2-1024x722.jpg']",2019 General Election,Conservative Party,Chingford and Woodford Green,Other party/leader/candidate,"Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33618/,"['https://cdn.openelections.co.uk/uploads/2020/08/17842_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17842_2-724x1024.jpg']","['leaflet_images/33618/17842_1-724x1024.jpg', 'leaflet_images/33618/17842_2-724x1024.jpg']",2019 General Election,Labour Party,Chingford and Woodford Green,Candidate,"Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33627/,['https://cdn.openelections.co.uk/uploads/2020/08/17846_1-1024x712.jpg'],['leaflet_images/33627/17846_1-1024x712.jpg'],2019 General Election,Liberal Democrats,Newton Abbot,Other party/leader/candidate,"Economy, Health",,,
https://www.openelections.co.uk/leaflets/33633/,"['https://cdn.openelections.co.uk/uploads/2020/08/17848_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17848_2-768x1024.jpg']","['leaflet_images/33633/17848_1-768x1024.jpg', 'leaflet_images/33633/17848_2-768x1024.jpg']",2019 General Election,Conservative Party,Newcastle-under-Lyme,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/33636/,"['https://cdn.openelections.co.uk/uploads/2020/08/17849_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17849_2-768x1024.jpg']","['leaflet_images/33636/17849_1-768x1024.jpg', 'leaflet_images/33636/17849_2-768x1024.jpg']",2019 General Election,Conservative Party,Newcastle-under-Lyme,"Candidate, Party leader","Brexit/Europe, Education, Health",,,
https://www.openelections.co.uk/leaflets/33639/,"['https://cdn.openelections.co.uk/uploads/2020/08/17850_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17850_2-768x1024.jpg']","['leaflet_images/33639/17850_1-768x1024.jpg', 'leaflet_images/33639/17850_2-768x1024.jpg']",2019 General Election,Labour Party,Newcastle-under-Lyme,Other party/leader/candidate,"Brexit/Europe, Economy, Environment, Social welfare",,,
https://www.openelections.co.uk/leaflets/33644/,"['https://cdn.openelections.co.uk/uploads/2020/08/17852_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17852_2-768x1024.jpg']","['leaflet_images/33644/17852_1-768x1024.jpg', 'leaflet_images/33644/17852_2-768x1024.jpg']",2019 General Election,Conservative Party,Newcastle-under-Lyme,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33646/,['https://cdn.openelections.co.uk/uploads/2020/08/17853_1-768x1024.jpg'],['leaflet_images/33646/17853_1-768x1024.jpg'],2019 General Election,Conservative Party,Newcastle-under-Lyme,Other party/leader/candidate,,,,
https://www.openelections.co.uk/leaflets/33654/,"['https://cdn.openelections.co.uk/uploads/2020/08/17855_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17855_2-768x1024.jpg']","['leaflet_images/33654/17855_1-768x1024.jpg', 'leaflet_images/33654/17855_2-768x1024.jpg']",2019 General Election,Conservative Party,Newcastle-under-Lyme,"Other party/leader/candidate, Party leader","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33657/,"['https://cdn.openelections.co.uk/uploads/2020/08/17856_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17856_2-768x1024.jpg']","['leaflet_images/33657/17856_1-768x1024.jpg', 'leaflet_images/33657/17856_2-768x1024.jpg']",2019 General Election,Conservative Party,Newcastle-under-Lyme,Other party/leader/candidate,"Brexit/Europe, Economy, Education, Social welfare",,,
https://www.openelections.co.uk/leaflets/33666/,['https://cdn.openelections.co.uk/uploads/2020/08/17858_1-727x1024.jpg'],['leaflet_images/33666/17858_1-727x1024.jpg'],2019 General Election,Labour Party,Witney,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/33669/,"['https://cdn.openelections.co.uk/uploads/2020/08/17859_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17859_2-768x1024.jpg']","['leaflet_images/33669/17859_1-768x1024.jpg', 'leaflet_images/33669/17859_2-768x1024.jpg']",2019 General Election,Brexit/Reform Party,Newcastle-under-Lyme,"Candidate, Party leader","Brexit/Europe, Economy, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/33678/,['https://cdn.openelections.co.uk/uploads/2020/08/17861_1-717x1024.jpg'],['leaflet_images/33678/17861_1-717x1024.jpg'],2019 General Election,Conservative Party,Witney,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/33682/,"['https://cdn.openelections.co.uk/uploads/2020/08/17862_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17862_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17862_3-768x1024.jpg']","['leaflet_images/33682/17862_1-768x1024.jpg', 'leaflet_images/33682/17862_2-768x1024.jpg', 'leaflet_images/33682/17862_3-768x1024.jpg']",2019 General Election,Brexit/Reform Party,Newcastle-under-Lyme,"Other party/leader/candidate, Party leader, Tactical situation",Brexit/Europe,,,
https://www.openelections.co.uk/leaflets/33685/,"['https://cdn.openelections.co.uk/uploads/2020/08/17863_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17863_2-768x1024.jpg']","['leaflet_images/33685/17863_1-768x1024.jpg', 'leaflet_images/33685/17863_2-768x1024.jpg']",2019 General Election,Labour Party,Newcastle-under-Lyme,Candidate,"Economy, Social welfare",,,
